270	14961	18	86	36	UNCLEAR		crop shows different sentence (In re J.C., 2007 ND 111); no "27-20-" visible
271	14962	13	08	03	CONFIRM	03	N.D.C.C. § 39-20-03.1(3)
272	14990	12	82	32	CONFIRM	32	Hilgers, at ¶ 32
273	15001	19	17	47	CONFIRM	47	Section 45-10.1-47(4)
274	15007	14	8	3	CONFIRM	3	October 3, 2006
275	15011	16	113	133	CONFIRM	133	2003 ND 133, ¶ 15, 665 N.W.2d 45
276	15013	22	80	30	UNCLEAR	30	crop shows "paid $30,000 to Lagerquist"; marked spot "$__,000 to Stergo" not visible
277	15032	12	8	3	CONFIRM	3	297 B.R. 1, 3
278	15041	18	434	634	CONFIRM	634	61 N.W.2d at 634
279	15054	2	87	37	CONFIRM	37	N.D.C.C. § 16.1-11-37
280	15089	10	8	3	CONFIRM	3	(3) the State committed prosecutorial misconduct
281	15097	7	138	133	CONFIRM	133	modified to $2,133
282	15106	2	894	394	CONFIRM	394	interim obligation at $394 per month
283	15106	5	806	306	CONFIRM	306	obligation at $306 per month
284	15107	4	68	63	CONFIRM	63	$45,601.63
285	15137	9	387	337	CONFIRM	337	337 N.W.2d 427
286	15152	33	152	153	CONFIRM	153	Parisien, 2005 ND 153, ¶ 8, 703 N.W.2d 306
287	15164	18	16	46	CONFIRM	46	186 N.W.2d at 443-46
288	15167	14	745	743	CONFIRM	743	Overboe, 743 N.W.2d at 861, n.4
289	15172	7	1082	1032	CONFIRM	1032	1029, 1032 (4th Cir. 1978)
290	15205	27	16	15	CONFIRM	15	2006 ND 242, ¶ 15, 724 N.W.2d 168
291	15211	17	1971	1972	CONFIRM	1972	App. 1972
292	15216	9	80	30	CONFIRM	30	133 P.3d 276, 278-30 (Okla. 2006)
293	15224	10	088	083	CONFIRM	083	.083%
294	15256	21	800	300	CONFIRM	300	Lithun, 447 N.W.2d at 300
295	15260	16	485	435	CONFIRM	435	Horowitz, 435 U.S. 78, 92 (1978); print omits S.Ct. parallel shown in context
296	15261	18	408	403	CONFIRM	403	N.D.R.Ev. 403
297	15267	3	180	130	CONFIRM	130	$130,837.69
298	15271	8	81	31	CONFIRM	31	§ 12.1-31.2-01(1)
299	15283	16	1995	1985	CONFIRM	1985	print reads 1985 though 526 N.W.2d vol suggests 1995; court's text governs
