idx	oid	para	db_token	pdf_token	status	file	context
180	14100	38	35	36	RENDERED	180_14100_p38_35-vs-36.png	...S. 614 , 93 S.Ct. 1146 , [35->36] L.Ed.2d 536 (1973). Sec...
181	14107	5	2008	2003	RENDERED	181_14107_p5_2008-vs-2003.png	...of his action in October [2008->2003], was within the two-year...
182	14107	9	20080317	20030317	RENDERED	182_14107_p9_20080317-vs-20030317.png	...ocker and Traill County, [20080317->20030317] and 20030318) with the f...
183	14108	8	8	3	RENDERED	183_14108_p8_8-vs-3.png	...ed (its relevance), and ([8->3]) an argument supporting ...
184	14109	9	28	23	RENDERED	184_14109_p9_28-vs-23.png	...1(24) (now 75-02-02.1-01([28->23])). A “good faith effort ...
185	14119	16	3800	3300	RENDERED	185_14119_p16_3800-vs-3300.png	...expenses would be about $[3800->3300] and her monthly income w...
186	14120	3	84	34	RENDERED	186_14120_p3_84-vs-34.png	...ucille Bergman withdrew $[84->34],000 from her money marke...
187	14154	20	08	03	RENDERED	187_14154_p20_08-vs-03.png	...cause N.D.C.C. § 12.1-17-[08->03] does not specify any cul...
188	14176	6	818	813	RENDERED	188_14176_p6_818-vs-813.png	...o Dahl in the amount of $[818->813].97. Ziegler and Kitsch c...
189	14183	9	1983	1993	RENDERED	189_14183_p9_1983-vs-1993.png	...02 N.W.2d 831, 835 (N.D. [1983->1993]). ...
190	14212	21	466	446	RENDERED	190_14212_p21_466-vs-446.png	... *Harwood State Bank,* [466->446] N.W.2d 601, *National B...
191	14216	19	48	43	RENDERED	191_14216_p19_48-vs-43.png	...*Tibor,* 1999 ND 150, ¶ [48->43], 598 N.W.2d 480 (Sand-st...
192	14216	22	287	237	RENDERED	192_14216_p22_287-vs-237.png	... worth has increased by $[287->237],097. Thus, for there to ...
193	14222	12	470	420	RENDERED	193_14222_p12_470-vs-420.png	... ND 174, ¶ 5, 617 N.W.2d [470->420]. No actual controversy e...
194	14229	5	809	309	RENDERED	194_14229_p5_809-vs-309.png	...t Co.,* 427 N.W.2d 307, [809->309]-10 (N.D.1988); *Federal...
195	14254	15	10	40	RENDERED	195_14254_p15_10-vs-40.png	...ration. N.D.C.C. § 28-32^[10->40](1). Any party to “any pr...
196	14258	8	438	433	RENDERED	196_14258_p8_438-vs-433.png	...f. State v. Ringquist,* [438->433] N.W.2d 207 (N.D.1988) (s...
197	14266	9	08	03	RENDERED	197_14266_p9_08-vs-03.png	...s. N.D. Admin. Code § 75-[08->03]-28-11(5). The rule reads...
198	14266	9	28	23	RENDERED	198_14266_p9_28-vs-23.png	...N.D. Admin. Code § 75-08-[28->23]-11(5). The rule reads th...
199	14277	6	88	83	RENDERED	199_14277_p6_88-vs-83.png	...J.A.D.,* 492 N.W.2d 82, [88->83] (N.D.1992)). Testimony a...
200	14312	9	82	32	RENDERED	200_14312_p9_82-vs-32.png	...on under N.D.C.C. § 12.1-[82->32]-15(7), is to enable law ...
201	14313	15	82	32	RENDERED	201_14313_p15_82-vs-32.png	...sumably under N.D.C.C. § [82->32]-03-05, which states inte...
202	14350	9	19	49	RENDERED	202_14350_p9_19-vs-49.png	... court. N.D.C.C. § 28-32^[19->49]. This court does not “ma...
203	14368	10	832	332	RENDERED	203_14368_p10_832-vs-332.png	...inch v. City of Fargo,* [832->332] N.W.2d 71, 73 (N.D.1983)...
204	14368	23	80	30	RENDERED	204_14368_p23_80-vs-30.png	... would be approximately $[80->30],000 according to the Wil...
205	14371	10	2	9	RENDERED	205_14371_p10_2-vs-9.png	...ts allowed by state law. [2->9]. When the department rec...
206	14379	17	18	13	RENDERED	206_14379_p17_18-vs-13.png	...act it.” N.D.C.C. § 1-02-[18->13]. We construe uniform law...
207	14385	7	8	3	RENDERED	207_14385_p7_8-vs-3.png	...teel argues that Exhibit [8->3] constitutes the contract...
208	14391	3	233	223	RENDERED	208_14391_p3_233-vs-223.png	...ate v. Harmon,* 1997 ND [233->223], 575 N.W.2d 635. ...
209	14396	12	382	332	RENDERED	209_14396_p12_382-vs-332.png	...e); *State v. Willis,* [382->332] N.W.2d 180, 185 (Minn.19...
