idx	oid	para	db_token	pdf_token	status	file	context
300	15302	5	19	49	RENDERED	300_15302_p5_19-vs-49.png	....W.2d 319. Section 28-32-[19->49], N.D.C.C., provides this...
301	15322	16	665	655	RENDERED	301_15322_p16_665-vs-655.png	...9 ND 74, ¶ 8, 764 N.W.2d [665->655]). *808 A ...
302	15324	9	879	379	RENDERED	302_15324_p9_879-vs-379.png	... In re Simpson,* 9 N.D. [879->379], 83 N.W. 541, 553 (1900)...
303	15330	10	825	325	RENDERED	303_15330_p10_825-vs-325.png	...ng *State v. Buckley,* [825->325] N.W.2d 169, 172 (N.D.198...
304	15335	7	8	3	RENDERED	304_15335_p7_8-vs-3.png	...N.D.R. Lawyer Discipl. 6.[8->3] regarding notice; and he...
305	15335	9	8	3	RENDERED	305_15335_p9_8-vs-3.png	...N.D.R. Lawyer Discipl. 6.[8->3] regarding notice. ...
306	15337	8	4	6	RENDERED	306_15337_p8_4-vs-6.png	... the basis of Rule 59(b)([4->6]) only. [[Image here]]...
307	15339	10	38	33	RENDERED	307_15339_p10_38-vs-33.png	...quired parking spaces to [38->33], Rakowski did not file a...
308	15341	21	528	523	RENDERED	308_15341_p21_528-vs-523.png	...” *State v. Lefthand,* [528->523] N.W.2d 63, 68-69 (N.D.19...
309	15396	5	8	3	RENDERED	309_15396_p5_8-vs-3.png	...Ct. Admin. R. 52, § 4(B)([8->3]). The purpose behind N.D...
310	15396	7	8	3	RENDERED	310_15396_p7_8-vs-3.png	... (2) that is plain; and ([8->3]) affects substantial rig...
311	15428	16	900	500	RENDERED	311_15428_p16_900-vs-500.png	...ND 234, ¶ 12, 758 N.W.2d [900->500] (quoting Patten v. State...
312	15432	12	36	35	RENDERED	312_15432_p12_36-vs-35.png	...w v. First State Bank,* [36->35] N.D. 323, 327-30, 160 N....
313	15441	18	32	30	RENDERED	313_15441_p18_32-vs-30.png	...n harmonizing N.D.C.C. § [32->30]-12.1-03 and N.D.C.C. ch....
314	15450	5	80	30	RENDERED	314_15450_p5_80-vs-30.png	...partment until 2:00 or 2:[80->30] a.m. ...
315	15453	29	2003	2002	RENDERED	315_15453_p29_2003-vs-2002.png	...Judith Slorby's death in [2003->2002] did the parties attempt ...
316	15476	4	18	13	RENDERED	316_15476_p4_18-vs-13.png	...tion of the sample was 0.[18->13] percent, and she reporte...
317	15484	13	48	43	RENDERED	317_15484_p13_48-vs-43.png	... Rule [48->43](a), NJD.R.Civ.P., provid...
318	15509	25	618	518	RENDERED	318_15509_p25_618-vs-518.png	... e.g.,*Minn.Stat. Ann. § [618->518].17(1)(11) (2005); Conn. ...
319	15564	27	8	3	RENDERED	319_15564_p27_8-vs-3.png	...eeding in the amount of $[8->3],659.36. ...
320	15581	17	765	265	RENDERED	320_15581_p17_765-vs-265.png	...grose,*2009 ND 81, ¶ 11, [765->265] N.W.2d 677. The district...
321	15581	20	68	63	RENDERED	321_15581_p20_68-vs-63.png	...the requirements of Rule [68->63], N.D.R.Civ.P., regarding...
322	15587	10	880	830	RENDERED	322_15587_p10_880-vs-830.png	...ings in the amount of $3,[880->830], payable to the Secretar...
323	15602	15	18	13	RENDERED	323_15602_p15_18-vs-13.png	...resources. *Id.*at ¶¶ 12-[18->13]. ...
324	15604	28	378	373	RENDERED	324_15604_p28_378-vs-373.png	...ld v. Market,*222 N.W.2d [378->373], 376-77 (N.D.1974) (noti...
325	15605	14	1118	1113	RENDERED	325_15605_p14_1118-vs-1113.png	...t court.” *Hearing on HB [1118->1113] Before House Government ...
326	15620	8	334	344	RENDERED	326_15620_p8_334-vs-344.png	... excused. *See Leidholm,*[334->344] N.W.2d at 814. In *Leidh...
327	15634	11	1998	1993	RENDERED	327_15634_p11_1998-vs-1993.png	....S.,*499 N.W.2d 558 (N.D.[1998->1993]), which was a terminatio...
328	15636	20	482	432	RENDERED	328_15636_p20_482-vs-432.png	...ers Compensation Bureau,*[482->432] N.W.2d 883, 887 (N.D.198...
329	15639	14	1985	1995	RENDERED	329_15639_p14_1985-vs-1995.png	...d 489, 490-91 (La.Ct.App.[1985->1995]) (holding § 108(b)(2) ex...
