idx	oid	para	db_token	pdf_token	status	file	context
511	16531	16	787	737	RENDERED	511_16531_p16_787-vs-737.png	... v. Hjelle,* 408 N.W.2d [787->737], 738 (N.D.1987). “Notice...
512	16545	9	89	39	RENDERED	512_16545_p9_89-vs-39.png	... provided for in section [89->39]-20-13, made by the state...
513	16546	8	62	52	RENDERED	513_16546_p8_62-vs-52.png	... Section [62->52]-01-01(18)00, N.D.C.C., c...
514	16559	9	889	839	RENDERED	514_16559_p9_889-vs-839.png	... Birk,* 484 N.W.2d 834, [889->839]-40 (N.D.1992). IV ...
515	16567	8	8	3	RENDERED	515_16567_p8_8-vs-3.png	...nctions under Standard 4.[8->3] N.D. Stds. Imposing Lawy...
516	16575	5	89	39	RENDERED	516_16575_p5_89-vs-39.png	...he test under Ñ.D.C.C. § [89->39]-20-03, which provides th...
517	16577	24	18	13	RENDERED	517_16577_p24_18-vs-13.png	... Glaser,* 2015 ND 31, ¶ [18->13], 858 N.W.2d 920. The leg...
518	16577	41	89	39	RENDERED	518_16577_p41_89-vs-39.png	...entence under N.D.C.C. § [89->39]-08-01.2(2). VI ...
519	16599	16	358	353	RENDERED	519_16599_p16_358-vs-353.png	...nd Oil Co.,* 107 N.W.2d [358->353] (N.D.1960). The district...
520	16613	12	258	253	RENDERED	520_16613_p12_258-vs-253.png	...factual dispute. *Id.*at [258->253]. ...
521	16622	18	8	3	RENDERED	521_16622_p18_8-vs-3.png	... of Rules 1.7,1.9, and 5.[8->3]. ...
522	16622	27	8	3	RENDERED	522_16622_p27_8-vs-3.png	... N.D.R.- Prof. Conduct 5.[8->3], the hearing panel has r...
523	16628	6	2018	2013	RENDERED	523_16628_p6_2018-vs-2013.png	... On December 20, [2018->2013], the meeting of creditor...
524	16634	1	89	39	RENDERED	524_16634_p1_89-vs-39.png	... period under N.D.C.C. § [89->39]-20-06. We reverse, concl...
525	16636	2	821	321	RENDERED	525_16636_p2_821-vs-321.png	...tion. *See*25 TJ.S.C. §§ [821->321] and 323. The easement wa...
526	16638	26	98	93	RENDERED	526_16638_p26_98-vs-93.png	...7 of Township 154, Range [98->93] is, likewise, not consis...
527	16643	5	16	15	RENDERED	527_16643_p5_16-vs-15.png	...Vondal,* 2011 ND 186, ¶ [16->15], 803 N.W.2d 578. We acco...
528	16649	14	116	115	RENDERED	528_16649_p14_116-vs-115.png	...N.Y.S.2d 146, 840 N.E.2d [116->115], 122 (2005); *CSX Transp...
529	16649	15	388	383	RENDERED	529_16649_p15_388-vs-383.png	...al Diesel & Equip., Co.,*[388->383] N.W.2d 840, 843 (N.D.198...
530	16651	4	78	73	RENDERED	530_16651_p4_78-vs-73.png	...nd Patterson owed Titan $[78->73],852.31 for delinquent le...
531	16659	26	2001	2011	RENDERED	531_16659_p26_2001-vs-2011.png	...nces. *See Braunagel,* [2001->2011] ND 118, ¶¶ 8-14, 629 N.W...
532	16665	18	508	503	RENDERED	532_16665_p18_508-vs-503.png	...Hogie,* 454 N.W.2d 501, [508->503] (N.D.1990). “If independ...
533	16666	9	388	338	RENDERED	533_16666_p9_388-vs-338.png	...rests. *See Washburn,* [388->338] N.W.2d at 668 (“a school...
534	16668	9	667	567	RENDERED	534_16668_p9_667-vs-567.png	...ist. No. 1,* 483 N.W.2d [667->567], 570 (N.D.1992). The con...
535	16670	11	676	576	RENDERED	535_16670_p11_676-vs-576.png	... Tucker,* 213 W.Va. 16 , [676->576] S.E.2d 261 (2002)). Oth...
536	16671	5	674	574	RENDERED	536_16671_p5_674-vs-574.png	.... Odegaard,* 496 N.W.2d [674->574], 677 (N.D.1993). ...
537	16671	6	65	55	RENDERED	537_16671_p6_65-vs-55.png	...anted under N.D.R.Civ.P. [65->55](a)(2), we may consider “...
538	16677	5	660	650	RENDERED	538_16677_p5_660-vs-650.png	...0 ND 63, ¶ 6, 780 N.W.2d [660->650]). III ...
539	16680	26	486	456	RENDERED	539_16680_p26_486-vs-456.png	...ate v. Hass , 177 N.W.2d [486->456] (N.D. 1978). ...
540	16690	10	82	32	RENDERED	540_16690_p10_82-vs-32.png	... evidence. N.D.C.C. § 28-[82->32]-46(5).” *Washburn,* 20...
