300	15302	5	19	49	CONFIRM	49	Section 28-32-49, N.D.C.C.
301	15322	16	665	655	CONFIRM	655	764 N.W.2d 655
302	15324	9	879	379	CONFIRM	379	9 N.D. 379
303	15330	10	825	325	CONFIRM	325	325 N.W.2d 169, 172
304	15335	7	8	3	CONFIRM	3	N.D.R. Lawyer Discipl. 6.3
305	15335	9	8	3	CONFIRM	3	N.D.R. Lawyer Discipl. 6.3
306	15337	8	4	6	CONFIRM	6	Rule 59(b)(6), 6 underlined in print
307	15339	10	38	33	CONFIRM	33	parking spaces to 33
308	15341	21	528	523	CONFIRM	523	523 N.W.2d 63, 68-69
309	15396	5	8	3	CONFIRM	3	R. 52, § 4(B)(3)
310	15396	7	8	3	CONFIRM	3	(3) affects substantial rights
311	15428	16	900	500	CONFIRM	500	758 N.W.2d 500
312	15432	12	36	35	CONFIRM	35	35 N.D. 323, 327-30
313	15441	18	32	30	CONFIRM	30	N.D.C.C. § 30-12.1-03
314	15450	5	80	30	CONFIRM	30	2:30 a.m.
315	15453	29	2003	2002	CONFIRM	2002	death in 2002
316	15476	4	18	13	CONFIRM	13	0.13 percent
317	15484	13	48	43	CONFIRM	43	Rule 43(a), N.D.R.Civ.P.
318	15509	25	618	518	CONFIRM	518	Minn. Stat. Ann. § 518.17(1)(11)
319	15564	27	8	3	CONFIRM	3	$3,659.36
320	15581	17	765	265	CONFIRM	265	265 N.W.2d 677
321	15581	20	68	63	CONFIRM	63	Rule 63, N.D.R.Civ.P.
322	15587	10	880	830	CONFIRM	830	$3,830
323	15602	15	18	13	CONFIRM	13	Id. at ¶¶ 12-13
324	15604	28	378	373	CONFIRM	373	N.W.2d 373, 376-77 (N.D. 1974)
325	15605	14	1118	1113	CONFIRM	1113	Hearing on HB 1113
326	15620	8	334	344	CONFIRM	344	Leidholm, 344 N.W.2d at 814
327	15634	11	1998	1993	CONFIRM	1993	499 N.W.2d 558 (N.D. 1993)
328	15636	20	482	432	CONFIRM	432	432 N.W.2d 883, 887 (N.D. 1988)
329	15639	14	1985	1995	CONFIRM	1995	(La. Ct. App. 1995)
