330	15640	25	284	234	CONFIRM	234	81 Fed. Cl. 234
331	15643	26	2261	2264	CONFIRM	2264	S.B. 2264
332	15683	6	68	63	UNCLEAR	516 N.W.2d 638, 641	crop shows different citation (State v. Zimmerman), not the 541 N.W.2d 457, 462-xx range
333	15684	31	16	46	CONFIRM	46	"46, the Court said"
334	15688	2	8500	3500	CONFIRM	3500	$3500 to the nursing home
335	15688	2	8500	3500	CONFIRM	3500	"That will be $350..." right edge clipped but leading 3 clear
336	15689	8	62	52	CONFIRM	52	N.D.R.Civ.P. 52(a)
337	15691	4	18	13	CONFIRM	13	Tuesday, April 13, 2010
338	15714	17	1984	1994	CONFIRM	1994	350 N.W.2d 591, 595 (N.D. 1994)
339	15729	11	8	3	CONFIRM	3	$3,362.08
340	15730	4	218	213	CONFIRM	213	2004 ND 213
341	15730	4	890	390	CONFIRM	390	689 N.W.2d 390
342	15734	30	840	340	CONFIRM	340	$340,000
343	15735	14	283	233	CONFIRM	233	N.W.2d 233 (Wis. Ct. App. 1993)
344	15744	15	82	32	CONFIRM	32	12.1-32-09(3)
345	15746	5	8	3	CONFIRM	3	$3,000 from Kirkpatrick
346	15752	16	8	3	CONFIRM	3	12.1-06-01(3)
347	15758	5	87	37	CONFIRM	37	47-16-37
348	15759	8	31	81	CONFIRM	81	"81, ¶ 6, 662 N.W.2d 242"
349	15760	9	8	3	CONFIRM	3	2011 ND 38, ¶ 3, 794 N.W.2d 741
350	15760	14	408	403	CONFIRM	403	407 F.2d 403 (4th Cir. 1969)
351	15760	17	598	593	CONFIRM	593	crop shows Benson v. Goble, 1999 SD 38, 593 N.W.2d 402 (occurrence without pincite); volume invariant per case
352	15760	17	598	593	CONFIRM	593	same crop as 351; 593 N.W.2d 402 verified
353	15760	19	1998	1993	CONFIRM	1993	428 S.E.2d 700, 702 (S.C. 1993)
354	15760	24	8	3	CONFIRM	3	"and (3)" element list
355	15789	12	18	13	CONFIRM	13	ch. 295, § 13 (emphasis added)
356	15793	6	18	13	CONFIRM	13	$13,000 under Michigan law
357	15793	6	87	37	CONFIRM	37	$37,260
358	15803	7	738	733	CONFIRM	733	2007 ND 84, ¶ 13, 733 N.W.2d
359	15808	8	589	539	CONFIRM	539	crop shows full cite Zimbleman, 539 N.W.2d 67, 70; short-cite volume invariant
