idx	oid	para	db_token	pdf_token	status	file	context
90	13210	20	897	397	RENDERED	090_13210_p20_897-vs-397.png	...McMann v. Richardson,* [897->397] U.S. [759] at 769, 90 S....
91	13217	2	12	42	RENDERED	091_13217_p2_12-vs-42.png	...tion of N.D.C.C. § 39-06^[12->42]. ...
92	13231	24	698	693	RENDERED	092_13231_p24_698-vs-693.png	...of Houston,* 356 N.W.2d [698->693], 695 (Minn.1984); *Linn...
93	13232	17	62	52	RENDERED	093_13232_p17_62-vs-52.png	...n,* 462 N.W.2d 147, 151-[62->52] (N.D.1990), we concluded...
94	13240	10	1998	1993	RENDERED	094_13240_p10_1998-vs-1993.png	...ty of America, Inc.1992, [1998->1993], 1995, 1997). Relocation...
95	13240	95	1972	1962	RENDERED	095_13240_p95_1972-vs-1962.png	... Nev. 223, 495 P.2d 618 ([1972->1962])). “[A] foster parent ma...
96	13240	118	862	362	RENDERED	096_13240_p118_862-vs-362.png	...uitable adoption.” Id at [862->362]. The court stated the do...
97	13260	10	508	503	RENDERED	097_13260_p10_508-vs-503.png	...estriction.” *Bulman,* [508->503] N.W.2d at 241 (citing *...
98	13261	9	6	5	RENDERED	098_13261_p9_6-vs-5.png	...nder N.D.C.C. § 14-09-06.[6->5]. ...
99	13262	11	5	8	RENDERED	099_13262_p11_5-vs-8.png	...,* 625 F.2d 1258, 1261 ([5->8]th Cir.1980). Although th...
100	13274	10	587	537	RENDERED	100_13274_p10_587-vs-537.png	... *Beavers v. Walters,* [587->537] N.W.2d 647, 652 (N.D.199...
101	13285	5	80	30	RENDERED	101_13285_p5_80-vs-30.png	...eau revoked the November [80->30], 1993, order awarding be...
102	13286	25	198	193	RENDERED	102_13286_p25_198-vs-193.png	...ing *State v. Barlow,* [198->193] N.W.2d 455, 461 (N.D.197...
103	13299	11	8	3	RENDERED	103_13299_p11_8-vs-3.png	...osing Lawyer Sanctions 9.[8->3]. E ...
104	13315	18	38	33	RENDERED	104_13315_p18_38-vs-33.png	... Under N .D.C.C. § 65-05-[38->33](3), the legislature has ...
105	13318	15	828	328	RENDERED	105_13318_p15_828-vs-328.png	...Kottke,* 110 Wis.2d 86, [828->328] N.W.2d 481, 485 (1983). ...
106	13318	24	08	03	RENDERED	106_13318_p24_08-vs-03.png	...ase. Under N.D.C.C. § 32-[08->03].2-02, when two or more p...
107	13328	12	1998	1993	RENDERED	107_13328_p12_1998-vs-1993.png	...505 N.W.2d 738, 746 (N.D.[1998->1993]). However, we have decli...
108	13365	71	455	451	RENDERED	108_13365_p71_455-vs-451.png	...d in Havens. See Havens, [455->451] U.S. at 372, 102 S.Ct. 1...
109	13394	31	815	315	RENDERED	109_13394_p31_815-vs-315.png	.... *R.B.J. Apartments,* [815->315] N.W.2d at 289. The quest...
110	13417	17	448	488	RENDERED	110_13417_p17_448-vs-488.png	...United States v. Ward,* [448->488] U.S. 242, 248, 100 S.Ct....
111	13419	46	82	32	RENDERED	111_13419_p46_82-vs-32.png	...ot violate N.D.C.C. § 28-[82->32]-12.1. B ...
112	13422	10	187	197	RENDERED	112_13422_p10_187-vs-197.png	...; *People v. Martinez,* [187->197] Mich.App. 160 , 466 N.W....
113	13424	29	12	72	RENDERED	113_13424_p29_12-vs-72.png	...Hospital v. Cass County, [12->72],* N.D. 359, 7 N.W.2d 43...
114	13428	5	8	3	RENDERED	114_13428_p5_8-vs-3.png	... are clearly erroneous; ([8->3]) using the tractor for m...
115	13434	22	8	3	RENDERED	115_13434_p22_8-vs-3.png	... S.D. 647, 107 N.W.2d 1, [8->3] (1961), and cases cited ...
116	13442	18	486	485	RENDERED	116_13442_p18_486-vs-485.png	...thwest Bank v. Ahlers,* [486->485] U.S. 197, 204-05, 108 S....
117	13442	26	615	515	RENDERED	117_13442_p26_615-vs-515.png	...v. Feldner,* 484 N.W.2d [615->515], 518 (N.D.1992), we said...
118	13453	49	24	25	RENDERED	118_13453_p49_24-vs-25.png	"...and further states, at ¶ [24->25]: ""In considering the loc..."
119	13458	5	17	47	RENDERED	119_13458_p5_17-vs-47.png	...g Co.,* 510 U.S. at 446-[17->47], 114 S.Ct. 981. However,...
