0	12356	2	289	239	CONFIRM	239	$239.05 to the garage
1	12356	6	18	13	CONFIRM	13	13, and Bragg's notice of appeal
2	12407	12	1995	1992	CONFIRM	1992	(N.D. 1992) after 538 N.W.2d
3	12439	5	538	533	CONFIRM	533	560 N.W.2d 532, 533
4	12439	8	870	871	CONFIRM	871	N.W.2d at 871. Instead, the converse
5	12460	6	28	23	CONFIRM	23	Debbon $23,235
6	12460	6	285	235	CONFIRM	235	Debbon $23,235
7	12460	31	814	314	CONFIRM	314	427 U.S. 307, 314
8	12477	17	488	483	CONFIRM	483	485 F.Supp. 481, 483
9	12555	6	204	200	CONFIRM	200	553 N.W.2d 200, 207-208
10	12556	18	148	143	CONFIRM	143	348 N.W.2d 141, 143
11	12556	26	1	4	UNCLEAR	¶4	crop shows paragraph marker [¶4] "Just before his death", not the 59(b)() phrase
12	12556	27	8	3	CONFIRM	3	(3) the evidence must not be merely
13	12571	12	82	32	CONFIRM	32	NDCC 29-32.1-12(2)
14	12574	12	84	34	CONFIRM	34	N.D.C.C. § 34-02-02
15	12574	21	158	153	CONFIRM	153	Wall v. Zeeb, 153
16	12582	13	408	403	CONFIRM	403	22 N.W.2d 403
17	12582	19	1988	1983	CONFIRM	1983	September of 1983
18	12585	17	384	334	CONFIRM	334	N.W.2d 334, 339 (N.D. 1993)
19	12608	45	3	2	CONFIRM	2	F.2d at 1072-73
20	12611	11	1947	1946	CONFIRM	1946	L.Ed. 818 (1946)
21	12630	12	580	530	CONFIRM	530	Slorby v. Johnson, 530 N.W.2d 307
22	12631	8	228	223	CONFIRM	223	223 N.W.2d 674, 680
23	12639	18	802	807	CONFIRM	807	807. Here, the trial court's
24	12639	31	404	402	CONFIRM	402	NDREv 402(a)(2)
25	12646	33	648	643	CONFIRM	643	Id. at 643
26	12647	7	577	557	CONFIRM	557	Edwards, 557 F.2d
27	12647	17	581	531	CONFIRM	531	Johnson, 531 N.W.2d 275, 278
28	12648	2	28	23	CONFIRM	23	December 23, 1994
29	12653	56	408	403	CONFIRM	403	See Wishnatsky at 403
