572	16872	26	28	23	CONFIRM	23	$123,519.23
573	16875	20	16	15	CONFIRM	15	¶ 15
574	16875	31	189	139	CONFIRM	139	$383,139.35
575	16875	31	883	383	CONFIRM	383	$383,139.35
576	16877	12	1986	1985	CONFIRM	1985	crop showed wrong 1985 (Hill v. Lockhart); verified Slapnicka line from PDF p6 render + tesseract: (N.D. 1985))
577	16877	13	346	345	CONFIRM	345	50-2013-CR-345
578	16886	17	1988	1983	CONFIRM	1983	August 1983 OSM Guidelines
579	16886	25	2018	2013	CONFIRM	2013	cuttings in 2013 and 2014
580	16895	1	06	05	CONFIRM	05	Section 27-05-02.1
581	16926	20	773	779	CONFIRM	779	Sanders, 779 P.2d
582	16932	7	82	32	CONFIRM	32	N.D.C.C. § 32- at line break
583	16956	10	2003	2013	CONFIRM	2013	State v. Fields, 2013 ND 81
584	16959	8	306	305	CONFIRM	305	305 U.S. 382, 386-388 (1939)
585	16961	4	85	35	CONFIRM	35	Rule 35, N.D.R.Crim.P.
586	16972	23	2011	2001	CONFIRM	2001	print reads (Mont. 2001); actual Burlington Res. case is 2011 MT 199 — print itself may err, but printed digits are 2001
587	16978	13	6	5	CONFIRM	5	(5th Cir. 2002)
588	16980	2	3461	3451	CONFIRM	3451	Minn. Stat. § 609.3451
589	16980	11	8	3	CONFIRM	3	12.1-32-15(3)
590	16986	8	687	587	CONFIRM	587	466 N.W.2d 587
591	16986	8	690	590	CONFIRM	590	590 (N.D. 1991)
592	16986	8	82	32	CONFIRM	32	N.D.C.C. § 28-32-46
593	16986	10	426	425	CONFIRM	425	764 N.W.2d 425
594	16996	19	81	31	CONFIRM	31	Keller, 2005 ND 86, ¶ 31
595	17012	6	60	50	CONFIRM	50	50, 52-53 (N.D. 1993)
596	17014	3	60	50	CONFIRM	50	"50% of all oil,"
597	17021	27	06	05	CONFIRM	05	N.D.C.C. § 65-05-33
598	17022	6	18	13	CONFIRM	13	January 13, 2017
599	17029	11	1288	1283	CONFIRM	1283	Id. at 1283
600	17033	16	6126	6125	CONFIRM	6125	CK# 6125 Margie
601	17048	2	8	3	CONFIRM	3	35.1(a)(3) and (7)
