360	15808	9	589	539	UNCLEAR	539	crop shows ¶4 full cite "Zimbleman, 539 N.W.2d 67, 70 (N.D. 1995)", not ¶9 short form "at 69-70"; volume prints 539
361	15808	18	28	23	CONFIRM	23	ch. 283, § 23
362	15808	18	288	283	CONFIRM	283	2009 N.D. Sess. Laws ch. 283
363	15811	8	08	03	CONFIRM	03	§ 30.1-09-03
364	15811	8	874	374	CONFIRM	374	511 N.W.2d 374, 377 (Iowa 1994)
365	15814	2	08	03	CONFIRM	03	§ 39-06.1-03(5)
366	15816	18	28	23	CONFIRM	23	Wetzel, 2005 ND 190, ¶ 23
367	15818	2	830	330	CONFIRM	330	$330
368	15818	6	19	49	CONFIRM	49	28-32-46, 28-32-49
369	15820	1	10	40	CONFIRM	40	§ 26.1-40-15.4(1)
370	15828	1	82	32	CONFIRM	32	§ 28-32-50
371	15828	12	868	863	CONFIRM	863	863 (N.D. 1995)
372	15829	12	158	153	CONFIRM	153	N.W.2d 153
373	15829	12	2011	2001	CONFIRM	2001	Miller, 2001 ND 166, ¶ 12
374	15833	10	586	536	UNCLEAR	536	crop shows full cite "Mitchell v. Sanborn, 536", not short form "at 684"; same crop served for rows 374/375
375	15833	11	586	536	UNCLEAR	536	crop identical to row 374; shows full cite not the ¶11 short form; volume prints 536
376	15834	22	1984	1994	CONFIRM	1994	(Minn. 1994)
377	15834	35	153	155	CONFIRM	155	Clark, 1998 ND 155, ¶ 28
378	15846	18	508	503	CONFIRM	503	Oil and Gas Law § 503.2
379	15852	12	817	317	CONFIRM	317	317 U.S. 269, 279 (1942)
380	15864	1	8	3	CONFIRM	3	N.D. Const. art. X, §§ 3 and 5
381	15864	29	108	103	CONFIRM	103	crop shows full cite "Wentz, 103 N.W.2d 245, 252"; ¶29 short form confirmed via crop 382 ("In Wentz, 103 N.W.2d at 253-54")
382	15864	29	258	253	CONFIRM	253	In Wentz, 103 N.W.2d at 253-54
383	15865	8	188	183	CONFIRM	183	554 N.W.2d 182, 183 n.1 (N.D. 1996)
384	15868	8	188	183	CONFIRM	183	711 N.W.2d 183
385	15868	8	68	63	CONFIRM	63	Stavig, 2006 ND 63, ¶ 12
386	15868	12	8	3	CONFIRM	3	N.D.C.C. ch. 25-03.3
387	15869	8	817	812	CONFIRM	812	print reads "¶ 8, 812 N.W.2d 484"; note db context shows "313" after token where print has 484
388	15870	8	8	3	CONFIRM	3	on June 3, 2011
389	15871	16	8	3	UNCLEAR		crop shows only "2012 ND 133" caption header; context phrase not visible
