idx	oid	para	db_token	pdf_token	status	file	context
450	16216	25	928	923	RENDERED	450_16216_p25_928-vs-923.png	...xchange,* 857 P.2d 922, [928->923]-24 (Utah 1993), in which...
451	16231	8	28	23	RENDERED	451_16231_p8_28-vs-23.png	.../want that.” On December [28->23], 2010, Judge Corwin conf...
452	16233	33	240	840	RENDERED	452_16233_p33_240-vs-840.png	... ND 80, ¶ 58, 815 N.W.2d [240->840], we held Fargo’s assessm...
453	16240	42	81	31	RENDERED	453_16240_p42_81-vs-31.png	...osing Lawyer Sanctions 4.[81->31]. Disbarment is generally...
454	16252	5	80	30	RENDERED	454_16252_p5_80-vs-30.png	...d, and paid the welders $[80->30] less per hour. The ALJ f...
455	16261	7	580	530	RENDERED	455_16261_p7_580-vs-530.png	... *Troxel v. Granville,* [580->530] U.S. 57, 69, 120 S.Ct. 2...
456	16266	22	1928	1923	RENDERED	456_16266_p22_1928-vs-1923.png	... N.D. 960, 194 N.W. 695 ([1928->1923]); *State ex rel. Dushek...
457	16269	4	84	34	RENDERED	457_16269_p4_84-vs-34.png	...ott’s under N.D.C.C. ch. [84->34]-14 to collect the unpaid...
458	16272	11	476	479	RENDERED	458_16272_p11_476-vs-479.png	... ND 216, 118, 790 N.W.2d [476->479]. In this case, the reloc...
459	16283	7	8	3	RENDERED	459_16283_p7_8-vs-3.png	...nder N.D.C.C. § 89-20-05([8->3]), for purposes of the ad...
460	16283	7	89	39	RENDERED	460_16283_p7_89-vs-39.png	...essary, under N.D.C.C. § [89->39]-20-05(8), for purposes o...
461	16284	13	2012	2042	RENDERED	461_16284_p13_2012-vs-2042.png	... 9 and *Hearing on S.B. [2012->2042] Before Senate Judiciary ...
462	16285	7	18	13	RENDERED	462_16285_p7_18-vs-13.png	...le,* 2012 ND 144, ¶¶ 12-[18->13], 818 N.W.2d 697 (citatio...
463	16286	2	498	493	RENDERED	463_16286_p2_498-vs-493.png	...lier. The figure of $861,[498->493].18 that you refer to is ...
464	16288	6	2018	2013	RENDERED	464_16288_p6_2018-vs-2013.png	...ls from the “October 30, [2018->2013] Memorandum Opinion and O...
465	16295	4	88	38	RENDERED	465_16295_p4_88-vs-38.png	...er *721 N.D.R.App.P. [88->38]. *Matter of the Emelia ...
466	16295	10	8	3	RENDERED	466_16295_p10_8-vs-3.png	...im to pay an additional $[8->3],000 for subsequent litig...
467	16297	6	18	13	RENDERED	467_16297_p6_18-vs-13.png	... hearing panel filed May [18->13], 2014, are adopted. ...
468	16300	1	89	39	RENDERED	468_16300_p1_89-vs-39.png	...iring Jerry Shae to pay $[89->39],634.82 per month in chil...
469	16300	11	2018	2013	RENDERED	469_16300_p11_2018-vs-2013.png	...chieffer v. Schieffer,* [2018->2013] SD 11, ¶ 63, 826 N.W.2d ...
470	16303	10	2008	2003	RENDERED	470_16303_p10_2008-vs-2003.png	... was out on bond for the [2008->2003] offenses. While failing ...
471	16309	4	82	32	RENDERED	471_16309_p4_82-vs-32.png	...aw judge. N.D.C.C. § 28-[82->32]-46; *see Pesanti,* at ...
472	16309	5	89	39	RENDERED	472_16309_p5_89-vs-39.png	...quirements of N.D.C.C. § [89->39]-20-07(5) were not met an...
473	16309	5	89	39	RENDERED	473_16309_p5_89-vs-39.png	...ubsection 5. N.D.C.C. § [89->39]-20-07. ...
474	16309	12	89	39	RENDERED	474_16309_p12_89-vs-39.png	...quirements of N.D.C.C. § [89->39]-20-07(5) were not met be...
475	16332	11	8	3	RENDERED	475_16332_p11_8-vs-3.png	...ird persons.” N.D.C.C. § [8->3]-01-01; *see Hendricks P...
476	16332	26	801	301	RENDERED	476_16332_p26_801-vs-301.png	...theless, under N.D.R.Ev. [801->301], “a presumption substitu...
477	16333	51	1984	1994	RENDERED	477_16333_p51_1984-vs-1994.png	...24 N.W.2d 833, 836 (N.D. [1984->1994]). In Weber v. Weber , ou...
478	16338	9	08	03	RENDERED	478_16338_p9_08-vs-03.png	...owever, N.D.C.C. § 89-20-[08->03].2 applies when a nonresi...
479	16338	15	89	39	RENDERED	479_16338_p15_89-vs-39.png	...quirements of N.D.C.C. § [89->39]-20-03.2 were met, and th...
