90	13210	20	897	397	CONFIRM	397	McMann v. Richardson, 397 U.S. [759] at 769
91	13217	2	12	42	CONFIRM	42	§ 39-06-42
92	13231	24	698	693	CONFIRM	693	356 N.W.2d 693, 695 (Minn.
93	13232	17	62	52	CONFIRM	52	462 N.W.2d 147, 151-52
94	13240	10	1998	1993	CONFIRM	1993	1992, 1993, 1995, 1997
95	13240	95	1972	1962	CONFIRM	1962	495 P.2d 618 (1962)
96	13240	118	862	362	CONFIRM	362	Id. at 362
97	13260	10	508	503	CONFIRM	503	Hulstrand Constr. Co., Inc., 503 N.W.2d
98	13261	9	6	5	CONFIRM	5	§ 14-09-06.5
99	13262	11	5	8	UNCLEAR	No. 20000084	crop shows docket number block, not the 625 F.2d context
100	13274	10	587	537	CONFIRM	537	Beavers v. Walters, 537
101	13285	5	80	30	CONFIRM	30	November 30, 1993
102	13286	25	198	193	CONFIRM	193	State v. Barlow, 193 N.W.2d 455 (N.D. 1971)
103	13299	11	8	3	UNCLEAR	23	crop shows "23. Eventually, claims..."; Sanctions 9.x context not shown
104	13315	18	38	33	CONFIRM	33	33(3), the legislature has authorized
105	13318	15	828	328	CONFIRM	328	Kottke, 328 N.W.2d 481, 485 (Wis. 1983)
106	13318	24	08	03	CONFIRM	03	§ 32-03.2-02
107	13328	12	1998	1993	CONFIRM	1993	N.W.2d 738, 746 (N.D. 1993)
108	13365	71	455	451	CONFIRM	451	Havens, 451 U.S. at 372
109	13394	31	815	315	CONFIRM	315	print shows full cite R.B.J. ... v. Gate City Sav. & Loan Ass'n, 315 N.W.2d 284, 287 (N.D. 1982)
110	13417	17	448	488	CONFIRM	488	print reads 488 U.S. 242, 248 (1980); NB actual Ward cite is 448 U.S. 242 — likely court typo in print
111	13419	46	82	32	CONFIRM	32	§ 28-32-12.1
112	13422	10	187	197	CONFIRM	197	People v. Martinez, 197 Mich.App. 160
113	13424	29	12	72	UNCLEAR	72	crop shows "N.W.2d 72; Andrews v. O'Hearn" — Cass County context phrase not shown
114	13428	5	8	3	CONFIRM	3	(3) using the
115	13434	22	8	3	UNCLEAR	No. 20010073	crop shows docket number block, not the 107 N.W.2d 1 context
116	13442	18	486	485	CONFIRM	485	Northwest Bank v. Ahlers, 485 U.S. 197, 204-05 (1988)
117	13442	26	615	515	CONFIRM	515	Flaherty v. Feldner, 484 N.W.2d 515, 518 (N.D. 1992)
118	13453	49	24	25	UNCLEAR	25	crop shows opinion marker [¶25] "In makings its findings" — context quote "In considering the loc" not shown
119	13458	5	17	47	UNCLEAR	47	crop shows 71 N.W.2d 47, 52 (N.D. 1955), not the 510 U.S. 446-47 context
