idx	oid	para	db_token	pdf_token	status	file	context
120	13461	14	438	433	RENDERED	120_13461_p14_438-vs-433.png	... *Lire,* 541 N.W.2d at [438->433]-34 (citations omitted). ...
121	13490	14	16	15	RENDERED	121_13490_p14_16-vs-15.png	...ading under N.D.R.Civ.P. [16->15](d). ...
122	13522	5	18	13	RENDERED	122_13522_p5_18-vs-13.png	...s, Ghorbanni on November [18->13], 2000, presented written...
123	13534	51	487	489	RENDERED	123_13534_p51_487-vs-489.png	...stodial parent. Blotske, [487->489] N.W.2d at 610 (citations...
124	13559	4	82	32	RENDERED	124_13559_p4_82-vs-32.png	...quirements in N.D.C.C. § [82->32]-12.2-04 implicate a cour...
125	13564	6	85	35	RENDERED	125_13564_p6_85-vs-35.png	... and seeking damages of $[85->35],000 and “an order of ass...
126	13566	10	585	535	RENDERED	126_13566_p10_585-vs-535.png	...r’s New World Dictionary [585->535] (2nd Coll. Ed.1980). *S...
127	13566	44	82	32	RENDERED	127_13566_p44_82-vs-32.png	...nterest under N.D.C.C. § [82->32]-02-04. The jury awarded ...
128	13567	1	28	23	RENDERED	128_13567_p1_28-vs-23.png	...certification under Rule [28->23], N.D.R.Civ.P., and denyi...
129	13575	2	60	50	RENDERED	129_13575_p2_60-vs-50.png	...ay child support of $459.[60->50] per month, consistent wi...
130	13586	2	1988	1983	RENDERED	130_13586_p2_1988-vs-1983.png	...-orship, and 42 U.S.C. § [1988->1983] claims against the Texas...
131	13586	7	586	536	RENDERED	131_13586_p7_586-vs-536.png	... *Mitchell v. Sanborn,* [586->536] N.W.2d 678, 681 (N.D.199...
132	13586	11	870	871	RENDERED	132_13586_p11_870-vs-871.png	...*Gessner,* 529 N.W.2d at [870->871] . Instead, the converse ...
133	13589	10	284	234	RENDERED	133_13589_p10_284-vs-234.png	...v. Raywalt,* 436 N.W.2d [284->234], 289 (N.D.1989)). We hav...
134	13591	3	26	25	RENDERED	134_13591_p3_26-vs-25.png	... the judgment on October [26->25], 2001. II ...
135	13596	7	1913	1914	RENDERED	135_13596_p7_1913-vs-1914.png	... N.D. 504, 144 N.W. 713 ([1913->1914]), this Court considered ...
136	13600	15	85	35	RENDERED	136_13600_p15_85-vs-35.png	...person” under N.D.C.C. § [85->35]-18-01, and Altru had a l...
137	13608	4	08	03	RENDERED	137_13608_p4_08-vs-03.png	...day. Under N.D.C.C. § 25-[08->03].1-12, the court must giv...
138	13615	8	1981	1980	RENDERED	138_13615_p8_1981-vs-1980.png	...t. 1245, 67 L.Ed.2d 493 ([1981->1980]) (“Indian tribes retain ...
139	13636	11	86	36	RENDERED	139_13636_p11_86-vs-36.png	...d property will provide $[86->36],206 in taxable valuation...
140	13646	3	80	30	RENDERED	140_13646_p3_80-vs-30.png	...ss County within thirty ([80->30]) days after this notice ...
141	13647	15	1840	1340	RENDERED	141_13647_p15_1840-vs-1340.png	...tes v. Disla,* 805 F.2d [1840->1340], 1347 (9th Cir.1986). ...
142	13659	8	488	448	RENDERED	142_13659_p8_488-vs-448.png	...ce. *Gould v. Miller,* [488->448] N.W.2d 42, 44 (N.D.1992)...
143	13659	9	488	448	RENDERED	143_13659_p9_488-vs-448.png	...decision. *See Gould,* [488->448] N.W.2d at 44 (stating th...
144	13665	5	1962	1960	RENDERED	144_13665_p5_1962-vs-1960.png	...117 N.W.2d 290, 302 (N.D.[1962->1960]). ...
145	13672	9	80	30	RENDERED	145_13672_p9_80-vs-30.png	...e of law for a period of [80->30] days, effective January ...
146	13682	11	1986	1985	RENDERED	146_13682_p11_1986-vs-1985.png	....2d 1528, 1533 (11th Cir.[1986->1985]), an alleged Fourth Amen...
147	13683	6	589	539	RENDERED	147_13683_p6_589-vs-539.png	... *See Hager v. Hager,* [589->539] N.W.2d 304, 305 (N.D.199...
148	13740	16	682	632	RENDERED	148_13740_p16_682-vs-632.png	...tr. Go.,* 448 N.W.2d at [682->632] n. 2. ...
149	13749	11	66	56	RENDERED	149_13749_p11_66-vs-56.png	...ND 126, ¶ 19, 680 N.W.2d [66->56]. He may not raise this i...
