idx	oid	para	db_token	pdf_token	status	file	context
360	15808	9	589	539	RENDERED	360_15808_p9_589-vs-539.png	...ldren[.]” *Zimbleman,* [589->539] N.W.2d at 69-70. This Co...
361	15808	18	28	23	RENDERED	361_15808_p18_28-vs-23.png	...D. Sess. Laws ch. 288, § [28->23]. Lee Paulson’s will was ...
362	15808	18	288	283	RENDERED	362_15808_p18_288-vs-283.png	...2009 N.D. Sess. Laws ch. [288->283], § 28. Lee Paulson’s wil...
363	15811	8	08	03	RENDERED	363_15811_p8_08-vs-03.png	...ons.” N.D.C.C. § 30.1-09-[08->03]. ...
364	15811	8	874	374	RENDERED	364_15811_p8_874-vs-374.png	...f Thompson,* 511 N.W.2d [874->374], 377 (Iowa 1994). Tec...
365	15814	2	08	03	RENDERED	365_15814_p2_08-vs-03.png	...under N.D.C.C. § 39-06.1-[08->03](5).” Mills did not petit...
366	15816	18	28	23	RENDERED	366_15816_p18_28-vs-23.png	... *Wetzel,*2005 ND 190, ¶ [28->23], 705 N.W.2d 836 (citing ...
367	15818	2	830	330	RENDERED	367_15818_p2_830-vs-330.png	...purchased items totaled $[830->330]. This amount was mistake...
368	15818	6	19	49	RENDERED	368_15818_p6_19-vs-49.png	....C.C. §§ 28-32-46, 28-32^[19->49]. When reviewing the agen...
369	15820	1	10	40	RENDERED	369_15820_p1_10-vs-40.png	...guage in N.D.C.C. § 26.1-[10->40]-15.4(1) that “[a]ny dama...
370	15828	1	82	32	RENDERED	370_15828_p1_82-vs-32.png	...osts under N.D.C.C. § 28-[82->32]-50. I ...
371	15828	12	868	863	RENDERED	371_15828_p12_868-vs-863.png	.... Moore,*539 N.W.2d 862, [868->863] (N.D.1995). We do not ma...
372	15829	12	158	153	RENDERED	372_15829_p12_158-vs-153.png	...ND 166, ¶ 12, 802 N.W.2d [158->153]. We conclude the distric...
373	15829	12	2011	2001	RENDERED	373_15829_p12_2011-vs-2001.png	...ss credibility. *Miller,*[2011->2001] ND 166, ¶ 12, 802 N.W.2d...
374	15833	10	586	536	RENDERED	374_15833_p10_586-vs-536.png	...to this case. *Mitchell,*[586->536] N.W.2d at 684 (citations...
375	15833	11	586	536	RENDERED	375_15833_p11_586-vs-536.png	...on horseplay. *Mitchell,*[586->536] N.W.2d at 684; *see*2 La...
376	15834	22	1984	1994	RENDERED	376_15834_p22_1984-vs-1994.png	...43 N.W.2d 284, 289 (Minn.[1984->1994])). Thus, “[t]o constitut...
377	15834	35	153	155	RENDERED	377_15834_p35_153-vs-155.png	...ee also Clark,* 1998 ND [153->155], ¶ 28, 583 N.W.2d 377 (j...
378	15846	18	508	503	RENDERED	378_15846_p18_508-vs-503.png	...yers, *Oil and Gas Law*§ [508->503].2, at pp. 588.11-588.12 ...
379	15852	12	817	317	RENDERED	379_15852_p12_817-vs-317.png	... v. U.S. ex rel. McCann,*[817->317] U.S. 269, 279, 63 S.Ct. ...
380	15864	1	8	3	RENDERED	380_15864_p1_8-vs-3.png	...n N.D. Const, art. X, §§ [8->3] and 5, and the equal pro...
381	15864	29	108	103	RENDERED	381_15864_p29_108-vs-103.png	... In *Wentz,* [108->103] N.W.2d at 258-54 (citati...
382	15864	29	258	253	RENDERED	382_15864_p29_258-vs-253.png	... *Wentz,* 108 N.W.2d at [258->253]-54 (citations omitted), ...
383	15865	8	188	183	RENDERED	383_15865_p8_188-vs-183.png	...s, Inc.,*554 N.W.2d 182, [188->183] n. 1 (N.D.1996). However...
384	15868	8	188	183	RENDERED	384_15868_p8_188-vs-183.png	... ND 68, ¶ 12, 711 N.W.2d [188->183]. A ...
385	15868	8	68	63	RENDERED	385_15868_p8_68-vs-63.png	...State v. Stavig,*2006 ND [68->63], ¶ 12, 711 N.W.2d 188. ...
386	15868	12	8	3	RENDERED	386_15868_p12_8-vs-3.png	...under N.D.C.C. ch. 25-03.[8->3]. The district court did ...
387	15869	8	817	812	RENDERED	387_15869_p8_817-vs-812.png	...nes,* 2011 ND 234, ¶ 8, [817->812]. N.W.2d 313 (quotation o...
388	15870	8	8	3	RENDERED	388_15870_p8_8-vs-3.png	...le Counterclaim” on June [8->3], 2011, contending the La...
389	15871	16	8	3	RENDERED	389_15871_p16_8-vs-3.png	...under N.D.C.C. ch. 25-03.[8->3]. Ill ...
