450	16216	25	928	923	CONFIRM	923	prints 857 P.2d 922, 923-24
451	16231	8	28	23	CONFIRM	23	On December 23, 2010
452	16233	33	240	840	CONFIRM	840	N.W.2d 840, we held Fargo complied
453	16240	42	81	31	CONFIRM	31	Sanctions 4.31
454	16252	5	80	30	CONFIRM	30	$30 less per hour
455	16261	7	580	530	CONFIRM	530	530 U.S. 57, 69 (2000)
456	16266	22	1928	1923	CONFIRM	1923	194 N.W. 695 (1923)
457	16269	4	84	34	CONFIRM	34	ch. 34-14
458	16272	11	476	479	CONFIRM	479	790 N.W.2d 479; print also reads ¶ 8 not 118
459	16283	7	8	3	CONFIRM	3	39-20-05(3)
460	16283	7	89	39	CONFIRM	39	§ 39-20-05(3)
461	16284	13	2012	2042	CONFIRM	2042	S.B. 2042 Before
462	16285	7	18	13	CONFIRM	13	¶¶ 12-13
463	16286	2	498	493	CONFIRM	493	$861,493.18
464	16288	6	2018	2013	CONFIRM	2013	October 30, 2013
465	16295	4	88	38	CONFIRM	38	N.D.R.App.P. 38
466	16295	10	8	3	CONFIRM	3	additional $3,000
467	16297	6	18	13	CONFIRM	13	May 13, 2014
468	16300	1	89	39	CONFIRM	39	$39,634.82 per month
469	16300	11	2018	2013	CONFIRM	2013	2013 SD 11
470	16303	10	2008	2003	CONFIRM	2003	bond for the 2003 offenses
471	16309	4	82	32	CONFIRM	32	§ 28-32-46
472	16309	5	89	39	CONFIRM	39	§ 39-20-07(5) were not met and
473	16309	5	89	39	CONFIRM	39	N.D.C.C. § 39-20-07.
474	16309	12	89	39	UNCLEAR	39	crop duplicates row 472 (para 5 instance: continuation reads "and the" not "be..."); para 12 instance not shown; visible cite reads 39
475	16332	11	8	3	CONFIRM	3	3-01-01; see Hendricks
476	16332	26	801	301	CONFIRM	301	N.D.R.Ev. 301
477	16333	51	1984	1994	CONFIRM	1994	524 N.W.2d 833, 836 (N.D. 1994)
478	16338	9	08	03	CONFIRM	03	§ 39-20-03.2 applies
479	16338	15	89	39	UNCLEAR	39	crop duplicates row 478 (para 9 "applies when a nonresident" sentence); para 15 "requirements ... were met" instance not shown; visible cite reads 39
