120	13461	14	438	433	CONFIRM	433	Lire, 541 N.W.2d at 433-34
121	13490	14	16	15	CONFIRM	15	N.D.R.Civ.P. 15(d)
122	13522	5	18	13	CONFIRM	13	November 13, 2000
123	13534	51	487	489	CONFIRM	489	Blotske, 489 N.W.2d at 610
124	13559	4	82	32	UNCLEAR	32	crop shows ¶5 (ch. 32-12.2; Section 32-12.2-04(1)), not the marked ¶4 phrase; nearby print supports 32
125	13564	6	85	35	CONFIRM	35	$35,000
126	13566	10	585	535	CONFIRM	535	Webster's New World Dictionary 535
127	13566	44	82	32	CONFIRM	32	N.D.C.C. § 32-02-04
128	13567	1	28	23	CONFIRM	23	Rule 23, N.D.R.Civ.P.
129	13575	2	60	50	CONFIRM	50	$459.50 per
130	13586	2	1988	1983	CONFIRM	1983	42 U.S.C. § 1983
131	13586	7	586	536	CONFIRM	536	Mitchell v. Sanborn, 536 N.W.2d 678
132	13586	11	870	871	UNCLEAR		crop shows counsel/address block, no Gessner 529 N.W.2d cite visible
133	13589	10	284	234	CONFIRM	234	N.W.2d 234, 239 (N.D. 1989); note print pinpoint reads 239, context shows 289
134	13591	3	26	25	CONFIRM	25	October 25,
135	13596	7	1913	1914	CONFIRM	1914	144 N.W. 713 (1914)
136	13600	15	85	35	UNCLEAR	35	crop shows ¶12 (Section 35-18-01, N.D.C.C.), not the marked ¶15 phrase; nearby print supports 35
137	13608	4	08	03	CONFIRM	03	N.D.C.C. § 25-03.1-12
138	13615	8	1981	1980	CONFIRM	1980	450 U.S. 544, 564 (1980)
139	13636	11	86	36	CONFIRM	36	$36,206
140	13646	3	80	30	CONFIRM	30	thirty (30) days
141	13647	15	1840	1340	CONFIRM	1340	805 F.2d 1340, 1347
142	13659	8	488	448	CONFIRM	448	Gould v. Miller, 448
143	13659	9	488	448	UNCLEAR	448	crop duplicates row 142 (¶8 full cite, 448); the ¶9 "See Gould ... at 44" spot not shown
144	13665	5	1962	1960	CONFIRM	1960	(N.D. 1960)
145	13672	9	80	30	CONFIRM	30	period of 30 days
146	13682	11	1986	1985	CONFIRM	1985	(11th Cir. 1985)
147	13683	6	589	539	CONFIRM	539	Hager v. Hager, 539
148	13740	16	682	632	CONFIRM	632	448 N.W.2d 630, 632 n.2
149	13749	11	66	56	CONFIRM	56	630 N.W.2d 56; note print volume reads 630, context shows 680
