idx	oid	para	db_token	pdf_token	status	file	context
210	14399	9	80	30	RENDERED	210_14399_p9_80-vs-30.png	... On March [80->30], 2005, following the con...
211	14400	17	18	13	RENDERED	211_14400_p17_18-vs-13.png	... that N.D.C.C. § 25-03.3-[18->13] does not allow the distr...
212	14423	6	1988	1983	RENDERED	212_14423_p6_1988-vs-1983.png	...834 N.W.2d 212, 215 (N.D.[1988->1983]). “The person seeking sp...
213	14423	6	834	334	RENDERED	213_14423_p6_834-vs-334.png	....” *Wolf v. Anderson,* [834->334] N.W.2d 212, 215 (N.D.198...
214	14423	11	08	03	RENDERED	214_14423_p11_08-vs-03.png	...ages under N.D.C.C. § 32-[08->03]-29 and the standard set ...
215	14457	7	860	360	RENDERED	215_14457_p7_860-vs-360.png	...ir, and turn around in a [860->360] degree circle. Officer C...
216	14460	14	2008	2003	RENDERED	216_14460_p14_2008-vs-2003.png	...ended in 1995, 1999, and [2008->2003], but Mark Berge has not ...
217	14460	14	2008	2003	RENDERED	217_14460_p14_2008-vs-2003.png	...were revised in 1995 and [2008->2003] since the *Helbling* ...
218	14467	8	80	30	RENDERED	218_14467_p8_80-vs-30.png	...d judgment and on August [80->30], 2004, the court issued ...
219	14477	14	846	346	RENDERED	219_14477_p14_846-vs-346.png	...inner v. Charlesworth,* [846->346] N.W.2d 727, 730 (N.D.198...
220	14485	37	1996	1995	RENDERED	220_14485_p37_1996-vs-1995.png	...m.Jur.2d *Costs* § 12 ([1996->1995])) (emphasis added). ...
221	14501	27	568	560	RENDERED	221_14501_p27_568-vs-560.png	...rief. 1997 ND 179, ¶ 28, [568->560] N.W.2d 920. In Aho, the ...
222	14525	7	82	32	RENDERED	222_14525_p7_82-vs-32.png	... based.” N.D.C.C. § 12.1-[82->32]-02(2). “[S]uch charge” r...
223	14526	3	82	32	RENDERED	223_14526_p3_82-vs-32.png	...on of the Supreme Court, [82->32]* N.D.L.Rev. 199 (1956)....
224	14530	28	86	36	RENDERED	224_14530_p28_86-vs-36.png	...dish II,* 416 N.W.2d at [86->36]. Kennedy testified the t...
225	14534	5	2008	2003	RENDERED	225_14534_p5_2008-vs-2003.png	... In March [2008->2003], the university began ne...
226	14539	10	08	03	RENDERED	226_14539_p10_08-vs-03.png	...C. §§ 28-01-16(1) and 41-[08->03]-18. Here, the promissory...
227	14555	1	8	3	RENDERED	227_14555_p1_8-vs-3.png	...r N.D.R. Lawyer Discipl. [8->3].4, resulting from a self...
228	14555	2	8	3	RENDERED	228_14555_p2_8-vs-3.png	...f a partner of the firm. [8->3]) The firm must file quar...
229	14576	22	2011	2041	RENDERED	229_14576_p22_2011-vs-2041.png	...y. *See Hearing on S.B. [2011->2041], S.B. 2107, and S.B. 225...
230	14607	5	80	30	RENDERED	230_14607_p5_80-vs-30.png	...or those months totaled $[80->30],828.03. MBH sent all bil...
231	14611	10	1992	1982	RENDERED	231_14611_p10_1992-vs-1982.png	...488 N.W.2d 380, 383 (N.D.[1992->1982]). ...
232	14615	10	923	929	RENDERED	232_14615_p10_923-vs-929.png	...nington County, 225 F.3d [923->929], 928 (8th Cir.2000). ...
233	14624	6	2000	2001	RENDERED	233_14624_p6_2000-vs-2001.png	...5; *In re Montgomery,* [2000->2001] ND 127, ¶ 5, 612 N.W.2d ...
234	14624	7	2000	2001	RENDERED	234_14624_p7_2000-vs-2001.png	....2d 810; *Montgomery,* [2000->2001] ND 127, ¶ 5, 612 N.W.2d ...
235	14624	13	2000	2001	RENDERED	235_14624_p13_2000-vs-2001.png	....2d 810; *Montgomery,* [2000->2001] ND 127, ¶ 5, 612 N.W.2d ...
236	14635	18	84	34	RENDERED	236_14635_p18_84-vs-34.png	... Section 32-[84->34]-01, N.D.C.C., governs th...
237	14635	23	698	693	RENDERED	237_14635_p23_698-vs-693.png	...Bureau,* 525 N.W.2d 691, [698->693] (N.D.1994). The amendme...
238	14639	2	1958	1953	RENDERED	238_14639_p2_1958-vs-1953.png	...e Submerged Lands Act of [1958->1953]. *See* 43 U.S.C. § 131...
239	14646	8	31	34	RENDERED	239_14646_p8_31-vs-34.png	...nt under *N.D.R.Crim.P. [31->34]* is “ ‘to place the def...
