210	14399	9	80	30	CONFIRM	30	March 30, 2005
211	14400	17	18	13	CONFIRM	13	25-03.3-13
212	14423	6	1988	1983	CONFIRM	1983	(N.D. 1983)
213	14423	6	834	334	CONFIRM	334	Wolf v. Anderson, 334 N.W.2d 212
214	14423	11	08	03	CONFIRM	03	32-03-29
215	14457	7	860	360	CONFIRM	360	360 degree circle
216	14460	14	2008	2003	CONFIRM	2003	1995, 1999, and 2003
217	14460	14	2008	2003	CONFIRM	2003	revised in 1995 and 2003
218	14467	8	80	30	CONFIRM	30	August 30, 2004
219	14477	14	846	346	CONFIRM	346	346 N.W.2d 727, 730 (N.D. 1984); antecedent name cut off at crop edge
220	14485	37	1996	1995	CONFIRM	1995	(1995)) (emphasis added)
221	14501	27	568	560	CONFIRM	560	560 N.W.2d 920
222	14525	7	82	32	CONFIRM	32	12.1-32-02(2)
223	14526	3	82	32	CONFIRM	32	32 N.D.L.Rev. 199 (1956)
224	14530	28	86	36	CONFIRM	36	416 N.W.2d at 36
225	14534	5	2008	2003	CONFIRM	2003	In March 2003
226	14539	10	08	03	CONFIRM	03	41-03-18
227	14555	1	8	3	CONFIRM	3	Discipl. 3.4
228	14555	2	8	3	CONFIRM	3	3) The firm must file quarterly reports
229	14576	22	2011	2041	CONFIRM	2041	S.B. 2041, S.B. 2107, and S.B. 2251
230	14607	5	80	30	CONFIRM	30	$30,828.03
231	14611	10	1992	1982	CONFIRM	1982	print reads (N.D. 1982); likely court typo (Hofsommer, 488 N.W.2d 380, is 1992) but preserve verbatim
232	14615	10	923	929	CONFIRM	929	Tarsney v. O'Keefe, 225 F.3d 929, 928 (8th Cir. 2000) as printed
233	14624	6	2000	2001	CONFIRM	2001	2001 ND 127, ¶ 5, 612 N.W.2d 278
234	14624	7	2000	2001	CONFIRM	2001	shipped crop duplicated row 233; verified via fresh render of PDF p.3 para-7 occurrence
235	14624	13	2000	2001	CONFIRM	2001	shipped crop duplicated row 233; verified via fresh render of PDF p.5 para-13 occurrence
236	14635	18	84	34	CONFIRM	34	Section 32-34-01, N.D.C.C.
237	14635	23	698	693	CONFIRM	693	525 N.W.2d 691, 693
238	14639	2	1958	1953	CONFIRM	1953	Submerged Lands Act of 1953
239	14646	8	31	34	CONFIRM	34	shipped crop showed ¶1 occurrence; verified ¶8 via fresh render of PDF p.4: N.D.R.Crim.P. 34 is "'to place the defendant..."
