idx	oid	para	db_token	pdf_token	status	file	context
542	16700	34	06	05	RENDERED	542_16700_p34_06-vs-05.png	...tion under N.D.C.C. § 14-[06->05]-23 in denying Conceicao’...
543	16708	23	2016	2015	RENDERED	543_16708_p23_2016-vs-2015.png	...rder dated Feb-niary 26, [2016->2015], which required Wilkie t...
544	16709	7	263	253	RENDERED	544_16709_p7_263-vs-253.png	...,687,78 in damages' and $[263->253],144.23 in interest for t...
545	16719	11	1984	1934	RENDERED	545_16719_p11_1984-vs-1934.png	... estate for 1918 through [1984->1934] for certain merchandise ...
546	16733	19	6	5	RENDERED	546_16733_p19_6-vs-5.png	...er,* 376 F.2d 102, 106 ([6->5]th Cir.1967)). By allowin...
547	16740	2	26	25	RENDERED	547_16740_p2_26-vs-25.png	...eatment under N.D.C.C. § [26->25]-03.1-02(13). At the medi...
548	16740	10	26	25	RENDERED	548_16740_p10_26-vs-25.png	...factors under N.D.C.C. § [26->25] — 03.1—18.1(l)(a)(l)—(4)...
549	16741	12	651	551	RENDERED	549_16741_p12_651-vs-551.png	... States v. Molsbarger,* [651->551] F.3d 809, 811 (8th Cir.2...
550	16752	3	6	5	RENDERED	550_16752_p3_6-vs-5.png	...agreement.” On September [6->5], 2014, Constellation agr...
551	16752	11	678	578	RENDERED	551_16752_p11_678-vs-578.png	...gets, Inc.,* 672 N.W.2d [678->578], 584' (Minn.Ct.App.2003)...
552	16752	20	366	336	RENDERED	552_16752_p20_366-vs-336.png	...pson v. Baker,* 52 N.D. [366->336], 370, 203 N.W. 195, 196 ...
553	16772	6	508	503	RENDERED	553_16772_p6_508-vs-503.png	...and Constr. Co., Inc.,* [508->503] N.W.2d 240, 241 (N.D.199...
554	16778	21	48	43	RENDERED	554_16778_p21_48-vs-43.png	...oceeding under paragraph [48->43] of the judgment. John Ad...
555	16793	4	10	40	RENDERED	555_16793_p4_10-vs-40.png	...ed under N.D.C.C. § 26.1^[10->40]-15.6(6), which provides ...
556	16794	2	838	833	RENDERED	556_16794_p2_838-vs-833.png	...* 2012 ND 4, 809 N.W.2d [838->833] (summarily affirming on ...
557	16803	10	28	23	RENDERED	557_16803_p10_28-vs-23.png	...ecide N.D.C.C. § 19-03.1-[28->23].2 did not give him the d...
558	16804	12	06	05	RENDERED	558_16804_p12_06-vs-05.png	...Court held N.D.C.C. § 29-[06->05]-20 “entitles an arrested...
559	16804	12	286	285	RENDERED	559_16804_p12_286-vs-285.png	...way Comm’r,* 405 N.W.2d [286->285], 289 (N.D.1987), this Co...
560	16808	8	8	3	RENDERED	560_16808_p8_8-vs-3.png	...d her to pay the client $[8->3],419 to purge the contemp...
561	16815	5	89	39	RENDERED	561_16815_p5_89-vs-39.png	...amendments to N.D.C.C. § [89->39]-08-01(2) require a polic...
562	16815	7	89	39	RENDERED	562_16815_p7_89-vs-39.png	... timely under N.D.C.C. § [89->39]-20-06. The district cour...
563	16816	7	846	346	RENDERED	563_16816_p7_846-vs-346.png	...sch,* 2014 ND 102, ¶13, [846->346] N.W.2d 724 (quotation ma...
564	16818	9	351	352	RENDERED	564_16818_p9_351-vs-352.png	...e Griffin v. Illinois,* [351->352] U.S. 12, 19, 76 S.Ct. 58...
565	16819	6	685	635	RENDERED	565_16819_p6_685-vs-635.png	... the full penalty of $29,[685->635],000. The district court ...
566	16823	11	809	309	RENDERED	566_16823_p11_809-vs-309.png	...elivery.” 1 *Id.* at [809->309] (citations omitted) (emp...
567	16840	11	8	3	RENDERED	567_16840_p11_8-vs-3.png	...rce proceedings. Id. at ¶[8->3]. The former wife moved f...
568	16842	15	563	553	RENDERED	568_16842_p15_563-vs-553.png	...t of Transp., 400 N.W.2d [563->553], 557 (Iowa 1987): “The ...
569	16863	3	160	150	RENDERED	569_16863_p3_160-vs-150.png	...ned an inmate population [160->150]% over the suggested popu...
570	16871	18	658	653	RENDERED	570_16871_p18_658-vs-653.png	...168 Colo. 265 , 450 P.2d [658->653], 655 (1969) (en banc))[...
571	16871	24	88	38	RENDERED	571_16871_p24_88-vs-38.png	...e to comply with Chapter [88->38]-18.1, N.D.C.C., McAleste...
