60	13018	5	66	65	CONFIRM	65	N.D.C.C. § 65-05-33
61	13018	5	86	85	CONFIRM	85	$602.85
62	13026	3	600	500	CONFIRM	500	$2,500
63	13031	11	1998	1999	CONFIRM	1999	crop showed ¶5 full cite; re-rendered source PDF p5 ¶11: "Lee, 1999 ND 218, ¶ 11, 587 N.W.2d". NB print reads 1999 though Lee is actually 1998 ND 218 (court typo, preserve)
64	13033	7	1996	1995	CONFIRM	1995	(N.D. 1995))
65	13033	14	859	359	CONFIRM	359	crop showed full Dorendorf cite; re-rendered source PDF p5 ¶14: "its own lane. 359 N.W.2d at 116."
66	13050	24	538	533	CONFIRM	533	533 N.W.2d 707, 709 (N.D. 1995)
67	13052	2	18	13	CONFIRM	13	Chapter 13 bankruptcy
68	13052	2	4338	4333	CONFIRM	4333	$4333.33
69	13052	2	83	33	CONFIRM	33	$4333.33
70	13053	1	85	35	CONFIRM	35	N.D.R.Crim.P. 35
71	13058	13	188	183	CONFIRM	183	274 N.W.2d 183, 189 (N.D.
72	13063	9	1998	1999	CONFIRM	1999	Henry, 1999 ND 141, ¶ 22
73	13067	18	18	13	CONFIRM	13	1998 ND 88, ¶ 13, 578 N.W.2d 121
74	13068	13	916	915	CONFIRM	915	915 P.2d 799, 804-05
75	13072	4	48	43	CONFIRM	43	1999 ND 43 ¶ 7, 590 N.W.2d 446
76	13089	7	1984	1994	CONFIRM	1994	zoomed; print reads (N.D. 1994) though Hagert (350 N.W.2d 591) is a 1984 case (court typo, preserve)
77	13105	19	88	38	CONFIRM	38	N.D.R.App.P. 38
78	13117	18	888	883	CONFIRM	883	955 P.2d 880, 883 (Wyo. 1998)
79	13124	11	589	689	CONFIRM	689	zoomed; print reads 689 N.W.2d 566 though Ebach 1999 ND 5 is actually 589 N.W.2d 566 (court typo, preserve)
80	13133	16	88	83	CONFIRM	83	crop showed wrong cite; re-rendered source PDF p6: "Mitchell v. Sanborn, 536 N.W.2d 678, 682-83 (N.D. 1995)". NB DB context reads "726 N.W.2d" but print reads 536 — separate DB discrepancy worth checking
81	13160	1	1988	1983	CONFIRM	1983	September 29 ... 1983
82	13162	3	82	32	CONFIRM	32	NDCC 32-43-01 THROUGH 10
83	13163	18	682	632	CONFIRM	632	706 N.E.2d 629, 632 (Mass. 1999)
84	13165	9	1998	1993	CONFIRM	1993	August 17, 1993
85	13171	8	88	38	CONFIRM	38	N.D.C.C. § 28-01-38
86	13174	12	408	403	CONFIRM	403	704 F.2d 403, 407 (8th Cir.
87	13197	16	642	542	CONFIRM	542	crop showed full cite; re-rendered source PDF p7 ¶16: "In Krehlik, 542 N.W.2d at 447, however"
88	13206	2	81	31	CONFIRM	31	January 31, 1997
89	13208	13	128	129	CONFIRM	129	578 N.W.2d 129, where the district court denied
