511	16531	16	787	737	CONFIRM	737	Powell v. Hjelle, 408 N.W.2d 737, 738
512	16545	9	89	39	CONFIRM	39	section 39-20-13
513	16546	8	62	52	CONFIRM	52	Section 52-01-01(18)(k)
514	16559	9	889	839	CONFIRM	839	484 N.W.2d 834, 839-40
515	16567	8	8	3	CONFIRM	3	Standard 4.3 N.D.
516	16575	5	89	39	CONFIRM	39	N.D.C.C. § 39-20-03
517	16577	24	18	13	CONFIRM	13	2015 ND 31, ¶ 13
518	16577	41	89	39	CONFIRM	39	§ 39-08-01.2(2)
519	16599	16	358	353	CONFIRM	353	107 N.W.2d 353 (N.D. 1960)
520	16613	12	258	253	CONFIRM	253	Id. at 253
521	16622	18	8	3	UNCLEAR	5,523.74	crop shows "$5,523.74" sentence; Rules 1.7, 1.9, 5.x phrase not visible (row 522 same opinion confirms Prof. Conduct 5.3)
522	16622	27	8	3	CONFIRM	3	N.D.R. Prof. Conduct 5.3
523	16628	6	2018	2013	CONFIRM	2013	On December 20, 2013
524	16634	1	89	39	CONFIRM	39	N.D.C.C. § 39-20-06
525	16636	2	821	321	CONFIRM	321	U.S.C. §§ 321 and 323
526	16638	26	98	93	CONFIRM	93	Township 154, Range 93
527	16643	5	16	15	CONFIRM	15	¶ 15, 803 N.W.2d 578
528	16649	14	116	115	CONFIRM	115	840 N.E.2d 115, 122
529	16649	15	388	383	CONFIRM	383	383 N.W.2d 840, 843
530	16651	4	78	73	CONFIRM	73	owed Titan $73,852.31
531	16659	26	2001	2011	CONFIRM	2011	Braunagel, 2011 ND 118, ¶¶ 8-14
532	16665	18	508	503	CONFIRM	503	454 N.W.2d 501, 503
533	16666	9	388	338	UNCLEAR	338	crop shows full Washburn cite "338 N.W.2d 664 (N.D. 1983)" (vol reads 338), but the short-form "at 668" marked spot is not shown
534	16668	9	667	567	CONFIRM	567	483 N.W.2d 567, 570
535	16670	11	676	576	CONFIRM	576	213 W.Va. 16, 576 S.E.2d
536	16671	5	674	574	CONFIRM	574	496 N.W.2d 574, 577 (N.D. 1993)
537	16671	6	65	55	CONFIRM	55	N.D.R.Civ.P. 55(a)(2)
538	16677	5	660	650	CONFIRM	650	780 N.W.2d 650; print appears to read "¶ 5" where context shows ¶ 6
539	16680	26	486	456	CONFIRM	456	print reads "State v. Hass, 268 N.W.2d 456 (N.D. 1978)"; note volume reads 268, not 177 as in DB context
540	16690	10	82	32	CONFIRM	32	§ 28-32-46(5)
