idx	oid	para	db_token	pdf_token	status	file	context
60	13018	5	66	65	RENDERED	060_13018_p5_66-vs-65.png	...tements under N.D.C.C. § [66->65]-05-33, and ordering him ...
61	13018	5	86	85	RENDERED	061_13018_p5_86-vs-85.png	...efits and repay the $602.[86->85] in erroneously paid bene...
62	13026	3	600	500	RENDERED	062_13026_p3_600-vs-500.png	...o the Partnership for $2,[600->500]. On October 13, 1989, Br...
63	13031	11	1998	1999	RENDERED	063_13031_p11_1998-vs-1999.png	...rstood meaning. *Lee,* [1998->1999] ND 218, ¶ 11, 587 N.W.2d...
64	13033	7	1996	1995	RENDERED	064_13033_p7_1996-vs-1995.png	...539 N.W.2d 857, 859 (N.D.[1996->1995])). The reasonable suspic...
65	13033	14	859	359	RENDERED	065_13033_p14_859-vs-359.png	...ing within its own lane. [859->359] N.W.2d at 116. The offic...
66	13050	24	538	533	RENDERED	066_13050_p24_538-vs-533.png	... Developmental Center,* [538->533] N.W.2d 707, 709 (N.D.199...
67	13052	2	18	13	RENDERED	067_13052_p2_18-vs-13.png	... Kraemer filed a Chapter [18->13] bankruptcy petition. He ...
68	13052	2	4338	4333	RENDERED	068_13052_p2_4338-vs-4333.png	...ry, and commissions” as $[4338->4333].83, which is equivalent ...
69	13052	2	83	33	RENDERED	069_13052_p2_83-vs-33.png	...nd commissions” as $4338.[83->33], which is equivalent to ...
70	13053	1	85	35	RENDERED	070_13053_p1_85-vs-35.png	...tion under N.D.R.Crim.P. [85->35] for correction of his se...
71	13058	13	188	183	RENDERED	071_13058_p13_188-vs-183.png	.... I-S, Inc.,* 274 N.W.2d [188->183] , 189 (N.D.1978). A dete...
72	13063	9	1998	1999	RENDERED	072_13063_p9_1998-vs-1999.png	...f $4,143.46,” *Henry,* [1998->1999] ND 141, ¶ 22, 581 N.W.2d...
73	13067	18	18	13	RENDERED	073_13067_p18_18-vs-13.png	...*Poitra,* 1998 ND 88, ¶ [18->13], 578 N.W.2d 121, the tri...
74	13068	13	916	915	RENDERED	074_13068_p13_916-vs-915.png	...., Inc.,* 276 Mont. 55, [916->915] P.2d 799, 804-05 (1996);...
75	13072	4	48	43	RENDERED	075_13072_p4_48-vs-43.png	...th v. Chillemi* 1999 ND [48->43] ¶ 7, 590 N.W.2d 446. ...
76	13089	7	1984	1994	RENDERED	076_13089_p7_1984-vs-1994.png	...350 N.W.2d 591, 595 (N.D.[1984->1994]). Under the doctrine, ec...
77	13105	19	88	38	RENDERED	077_13105_p19_88-vs-38.png	...governed by N.D.R.App.P. [88->38], which authorizes this C...
78	13117	18	888	883	RENDERED	078_13117_p18_888-vs-883.png	... Housel,* 955 P.2d 880, [888->883] (Wyo.1998). ...
79	13124	11	589	689	RENDERED	079_13124_p11_589-vs-689.png	...bach,* 1999 ND 5, ¶ 15, [589->689] N.W.2d 566 (statement dr...
80	13133	16	88	83	RENDERED	080_13133_p16_88-vs-83.png	... *726 N.W.2d 678, 682-[88->83] (N.D.1995); *City of Fa...
81	13160	1	1988	1983	RENDERED	081_13160_p1_1988-vs-1983.png	... Dakota on September 29, [1988->1983], and since that time his...
82	13162	3	82	32	RENDERED	082_13162_p3_82-vs-32.png	...s sent “PURSUANT TO NDCC [82->32]-43-01 THROUGH 10,” which...
83	13163	18	682	632	RENDERED	083_13163_p18_682-vs-632.png	...ass. 84, 706 N.E.2d 629, [682->632] (1999); *Greer v. Kooik...
84	13165	9	1998	1993	RENDERED	084_13165_p9_1998-vs-1993.png	...rt identified August 17, [1998->1993], as the commencement dat...
85	13171	8	88	38	RENDERED	085_13171_p8_88-vs-38.png	...n under N.D.C.C. § 28-01-[88->38]. The Reids appealed. II...
86	13174	12	408	403	RENDERED	086_13174_p12_408-vs-403.png	... v. Everroad,* 704 F.2d [408->403], 407 (8th Cir.1983) (ind...
87	13197	16	642	542	RENDERED	087_13197_p16_642-vs-542.png	...is case. In *Krehlik,* [642->542] N.W.2d at 447, however, ...
88	13206	2	81	31	RENDERED	088_13206_p2_81-vs-31.png	...t a letter dated January [81->31], 1997, to the district c...
89	13208	13	128	129	RENDERED	089_13208_p13_128-vs-129.png	...8 ND 89, ¶ 5, 578 N.W.2d [128->129], where the district cour...
