180	14100	38	35	36	CONFIRM	36	93 S.Ct. 1146, 36
181	14107	5	2008	2003	CONFIRM	2003	October 2003
182	14107	9	20080317	20030317	CONFIRM	20030317	20030317 and 20030318
183	14108	8	8	3	CONFIRM	3	(3) an argument supporting
184	14109	9	28	23	CONFIRM	23	01(23))
185	14119	16	3800	3300	CONFIRM	3300	$3300
186	14120	3	84	34	CONFIRM	34	$34,000
187	14154	20	08	03	CONFIRM	03	12.1-17-03
188	14176	6	818	813	CONFIRM	813	$813.97
189	14183	9	1983	1993	CONFIRM	1993	835 (N.D. 1993)
190	14212	21	466	446	CONFIRM	446	Harwood State Bank, 446 N.W.2d 601
191	14216	19	48	43	CONFIRM	43	Tibor, 1999 ND 150, ¶ 43
192	14216	22	287	237	CONFIRM	237	increased by $237,097
193	14222	12	470	420	CONFIRM	420	617 N.W.2d 420
194	14229	5	809	309	CONFIRM	309	307, 309-10 (N.D. 1988)
195	14254	15	10	40	CONFIRM	40	§ 28-32-40(1)
196	14258	8	438	433	CONFIRM	433	Ringquist, 433 N.W.2d 207
197	14266	9	08	03	CONFIRM	03	phrase not in own crop; verified via crop 198 same cite: 75-03-23-11(5)
198	14266	9	28	23	CONFIRM	23	75-03-23-11(5)
199	14277	6	88	83	CONFIRM	83	83 (N.D. 1992))
200	14312	9	82	32	CONFIRM	32	§ 12.1-32-15(7)
201	14313	15	82	32	CONFIRM	32	§ 32-03-05
202	14350	9	19	49	CONFIRM	49	§ 28-32-49 (appears twice)
203	14368	10	832	332	CONFIRM	332	Minch, 332 N.W.2d 71, 73
204	14368	23	80	30	CONFIRM	30	$30,000
205	14371	10	2	9	CONFIRM	9	subsection 9. When the department
206	14379	17	18	13	CONFIRM	13	§ 1-02-13
207	14385	7	8	3	CONFIRM	3	Exhibit 3
208	14391	3	233	223	CONFIRM	223	1997 ND 223, 575 N.W.2d 635
209	14396	12	382	332	CONFIRM	332	Willis, 332 N.W.2d 180, 185
