idx	oid	para	db_token	pdf_token	status	file	context
480	16340	2	80	30	RENDERED	480_16340_p2_80-vs-30.png	...ng benefits, and she had [80->30] days to request reconsid...
481	16350	10	8	3	RENDERED	481_16350_p10_8-vs-3.png	...pted practice of law. [8->3]. In the course of his...
482	16353	12	08	03	RENDERED	482_16353_p12_08-vs-03.png	...anguage of N.D.C.C. § 35-[08->03]-01.2(4) provides the min...
483	16353	13	08	03	RENDERED	483_16353_p13_08-vs-03.png	... Section 35-[08->03]-01.2, N.D.C.C., pertains...
484	16361	2	2018	2013	RENDERED	484_16361_p2_2018-vs-2013.png	... On August 3, [2018->2013], Trooper Derek Arndt of ...
485	16362	1	8	3	RENDERED	485_16362_p1_8-vs-3.png	...diction under Rule 35(a)([8->3]), N.D.R.App.P., we reman...
486	16362	11	2018	2013	RENDERED	486_16362_p11_2018-vs-2013.png	... September of *398 [2018->2013], the reunification has n...
487	16366	10	1958	1953	RENDERED	487_16366_p10_1958-vs-1953.png	...tained their interest in [1958->1953] and had not used the min...
488	16375	11	81	31	RENDERED	488_16375_p11_81-vs-31.png	...guage of N.D.C.C. § 12.1-[81->31].2-01 relevant to this ap...
489	16380	2	2018	2013	RENDERED	489_16380_p2_2018-vs-2013.png	...property since April 25, [2018->2013], and Schmitt resided on ...
490	16387	5	2018	2013	RENDERED	490_16387_p5_2018-vs-2013.png	... him with the August 13, [2018->2013], petition seeking perman...
491	16391	3	28	23	RENDERED	491_16391_p3_28-vs-23.png	... On June [28->23], 2011, Chris Anderson di...
492	16391	19	892	392	RENDERED	492_16391_p19_892-vs-392.png	...or the jury. *Haugen,* [892->392] N.W.2d at 805. Section 1...
493	16394	19	81	31	RENDERED	493_16394_p19_81-vs-31.png	...person.” N.D.C.C. § 12.1-[81->31].2-01(1). The district co...
494	16402	11	0580	0530	RENDERED	494_16402_p11_0580-vs-0530.png	...arck, North Dakota 58505-[0580->0530]. ...
495	16411	26	28	23	RENDERED	495_16411_p26_28-vs-23.png	...n. *See* N.D.C.C. § 32-[28->23]-03 (a contract may be co...
497	16444	13	1998	1993	RENDERED	497_16444_p13_1998-vs-1993.png	...507 N.W.2d 522, 524 (N.D.[1998->1993]). Second, Rencountre mus...
498	16448	19	8	3	RENDERED	498_16448_p19_8-vs-3.png	...as N.D.C.C. § 32-09.1-08([8->3]) requires and there was ...
499	16448	22	2018	2013	RENDERED	499_16448_p22_2018-vs-2013.png	... court at an October 28, [2018->2013], hearing that his reques...
500	16449	5	81	31	RENDERED	500_16449_p5_81-vs-31.png	...§§ 28-26-01(2) and 28-26-[81->31]. ...
501	16473	11	587	537	RENDERED	501_16473_p11_587-vs-537.png	... States v. Cruz Pagan,* [587->537] F.2d 554, 558 (1st Cir.1...
502	16483	6	38	33	RENDERED	502_16483_p6_38-vs-33.png	...d under N.D.C.C. § 65-04-[38->33](2). II ...
503	16493	7	128	123	RENDERED	503_16493_p7_128-vs-123.png	...d the estate a total of $[128->123],387.44 to be offset agai...
504	16506	12	10	40	RENDERED	504_16506_p12_10-vs-40.png	...t cited N.D.C.C. § 57-02-[10->40](1) in determining the fe...
505	16507	20	2011	2001	RENDERED	505_16507_p20_2011-vs-2001.png	...” *Smestad v. Harris,* [2011->2001] ND 91, ¶ 15, 796 N.W.2d ...
506	16510	25	2018	2013	RENDERED	506_16510_p25_2018-vs-2013.png	...mstances since the April [2018->2013] order entitling her to a...
507	16512	15	349789	349739	RENDERED	507_16512_p15_349789-vs-349739.png	.... Kenro Corp.,* 2006 WL [349789->349739], at *13 (N.J.Super.Ct.Ap...
508	16512	15	589	539	RENDERED	508_16512_p15_589-vs-539.png	...owen,* 246 Ga.App. 177, [589->539] S.E.2d 873, 878 (2000) (...
509	16516	8	8	3	RENDERED	509_16516_p8_8-vs-3.png	... N.D.R. Lawyer Dis-cipl. [8->3].1(F). Objections to the ...
510	16524	3	80	30	RENDERED	510_16524_p3_80-vs-30.png	...pires at .11:59 PM April [80->30]th, 2013, or will commenc...
